i,j,k,a,b,c,val
1,1,1,1,1,1,1.0 + 0.0im
1,1,6,1,1,1,1.0 + 0.0im
1,1,11,1,1,1,1.0 + 0.0im
1,1,16,1,1,1,1.0 + 0.0im
1,6,1,1,1,1,1.0 + 0.0im
1,6,6,1,1,1,1.0 + 0.0im
1,6,11,1,1,1,1.0 + 0.0im
1,6,16,1,1,1,0.9999999999999994 + 0.0im
1,11,1,1,1,1,1.0 + 0.0im
1,11,6,1,1,1,1.0 + 0.0im
1,11,11,1,1,1,1.0 + 0.0im
1,11,16,1,1,1,0.9999999999999998 + 0.0im
1,16,1,1,1,1,2.9999999999999987 + 0.0im
1,16,6,1,1,1,2.9999999999999987 + 0.0im
1,16,11,1,1,1,2.9999999999999987 + 0.0im
1,16,16,1,1,1,1.0 + 0.0im
1,16,16,1,2,1,0.9999999999999994 + 0.0im
1,16,16,1,3,1,0.9999999999999998 + 0.0im
1,16,16,1,4,1,1.732050807568874 + 0.0im
1,16,16,1,7,1,1.7320508075688763 + 0.0im
2,2,2,1,1,1,1.0 + 0.0im
2,2,7,1,1,1,1.0 + 0.0im
2,2,9,1,1,1,1.0 + 0.0im
2,2,16,1,1,1,0.9999999999999997 + 0.0im
2,7,2,1,1,1,1.0 + 0.0im
2,7,7,1,1,1,1.0 + 0.0im
2,7,9,1,1,1,1.0 + 0.0im
2,7,16,1,1,1,-0.9999999999999994 - 0.0im
2,9,2,1,1,1,1.0 + 0.0im
2,9,7,1,1,1,1.0 + 0.0im
2,9,9,1,1,1,1.0 + 0.0im
2,9,16,1,1,1,0.9999999999999997 + 0.0im
2,16,2,1,1,1,0.0 - 2.999999999999998im
2,16,7,1,1,1,2.999999999999998 + 0.0im
2,16,9,1,1,1,0.0 - 2.9999999999999982im
2,16,16,1,1,1,0.9999999999999997 + 0.0im
2,16,16,1,2,1,0.9999999999999992 + 0.0im
2,16,16,1,3,1,0.9999999999999994 + 0.0im
2,16,16,1,4,1,-0.8660254037844368 - 0.0im
2,16,16,1,5,1,-0.0 + 1.4999999999999971im
2,16,16,1,6,1,-0.0 + 1.4999999999999982im
2,16,16,1,7,1,-0.8660254037844378 - 0.0im
3,3,3,1,1,1,1.0 + 0.0im
3,3,5,1,1,1,1.0 + 0.0im
3,3,10,1,1,1,1.0 + 0.0im
3,3,16,1,1,1,1.0 + 0.0im
3,5,3,1,1,1,1.0 + 0.0im
3,5,5,1,1,1,1.0 + 0.0im
3,5,10,1,1,1,1.0 + 0.0im
3,5,16,1,1,1,0.9999999999999994 + 0.0im
3,10,3,1,1,1,1.0 + 0.0im
3,10,5,1,1,1,1.0 + 0.0im
3,10,10,1,1,1,1.0 + 0.0im
3,10,16,1,1,1,-0.9999999999999997 - 0.0im
3,16,3,1,1,1,-0.0 + 2.9999999999999982im
3,16,5,1,1,1,-0.0 + 2.9999999999999987im
3,16,10,1,1,1,2.9999999999999987 + 0.0im
3,16,16,1,1,1,1.0 + 0.0im
3,16,16,1,2,1,0.9999999999999992 + 0.0im
3,16,16,1,3,1,0.9999999999999997 + 0.0im
3,16,16,1,4,1,-0.8660254037844369 - 0.0im
3,16,16,1,5,1,0.0 - 1.4999999999999978im
3,16,16,1,6,1,0.0 - 1.4999999999999984im
3,16,16,1,7,1,-0.866025403784438 - 0.0im
4,4,4,1,1,1,1.0 + 0.0im
4,4,8,1,1,1,0.9999999999999997 + 0.0im
4,4,12,1,1,1,0.9999999999999999 + 0.0im
4,4,13,1,1,1,0.9999999999999998 + 0.0im
4,4,14,1,1,1,0.9999999999999998 + 0.0im
4,4,15,1,1,1,0.9999999999999998 + 0.0im
4,4,16,1,1,1,0.9999999999999992 + 0.0im
4,4,16,1,2,2,0.9999999999999997 + 0.0im
4,8,4,1,1,1,0.9999999999999997 + 0.0im
4,8,8,1,1,1,0.9999999999999997 + 0.0im
4,8,12,1,1,1,-0.9999999999999996 - 0.0im
4,8,13,1,1,1,0.9999999999999993 + 0.0im
4,8,14,1,1,1,0.9999999999999993 + 0.0im
4,8,15,1,1,1,0.999999999999999 + 0.0im
4,8,16,1,1,1,-0.4999999999999993 - 0.0im
4,8,16,1,1,2,0.0 - 0.8660254037844376im
4,8,16,1,2,1,0.0 - 0.8660254037844376im
4,8,16,1,2,2,-0.4999999999999996 - 0.0im
4,12,4,1,1,1,0.9999999999999997 + 0.0im
4,12,8,1,1,1,-0.9999999999999997 - 0.0im
4,12,12,1,1,1,0.9999999999999999 + 0.0im
4,12,13,1,1,1,0.9999999999999997 + 0.0im
4,12,14,1,1,1,0.9999999999999997 + 0.0im
4,12,15,1,1,1,0.9999999999999996 + 0.0im
4,12,16,1,1,1,-0.4999999999999995 - 0.0im
4,12,16,1,1,2,-0.0 + 0.866025403784438im
4,12,16,1,2,1,-0.0 + 0.866025403784438im
4,12,16,1,2,2,-0.49999999999999983 - 0.0im
4,13,4,1,1,1,0.9999999999999997 + 0.0im
4,13,8,1,1,1,-0.0 + 0.9999999999999993im
4,13,12,1,1,1,0.0 - 0.9999999999999993im
4,13,13,1,1,1,0.9999999999999998 + 0.0im
4,13,14,1,1,1,-0.0 + 0.9999999999999994im
4,13,15,1,1,1,0.0 - 0.9999999999999997im
4,13,16,1,1,1,0.999999999999998 + 0.0im
4,13,16,1,2,2,-0.9999999999999994 - 0.0im
4,14,4,1,1,1,0.0 - 0.9999999999999993im
4,14,8,1,1,1,0.9999999999999991 + 0.0im
4,14,12,1,1,1,-0.9999999999999991 - 0.0im
4,14,13,1,1,1,0.0 - 0.9999999999999997im
4,14,14,1,1,1,0.9999999999999998 + 0.0im
4,14,15,1,1,1,0.9999999999999994 + 0.0im
4,14,16,1,1,1,-0.0 + 0.49999999999999895im
4,14,16,1,1,2,-0.866025403784437 - 0.0im
4,14,16,1,2,1,0.8660254037844376 + 0.0im
4,14,16,1,2,2,0.0 - 0.49999999999999944im
4,15,4,1,1,1,-0.0 + 0.9999999999999994im
4,15,8,1,1,1,-0.9999999999999993 - 0.0im
4,15,12,1,1,1,0.9999999999999993 + 0.0im
4,15,13,1,1,1,-0.0 + 0.9999999999999996im
4,15,14,1,1,1,0.9999999999999998 + 0.0im
4,15,15,1,1,1,0.9999999999999998 + 0.0im
4,15,16,1,1,1,0.0 - 0.499999999999999im
4,15,16,1,1,2,-0.8660254037844373 - 0.0im
4,15,16,1,2,1,0.8660254037844376 + 0.0im
4,15,16,1,2,2,-0.0 + 0.4999999999999997im
4,16,4,1,1,1,1.732050807568875 + 0.0im
4,16,4,2,2,1,-1.7320508075688763 - 0.0im
4,16,8,1,1,1,0.0 - 0.8660254037844374im
4,16,8,1,2,1,1.499999999999998 + 0.0im
4,16,8,2,1,1,-1.499999999999998 - 0.0im
4,16,8,2,2,1,-0.0 + 0.8660254037844378im
4,16,12,1,1,1,-0.0 + 0.8660254037844375im
4,16,12,1,2,1,1.4999999999999982 + 0.0im
4,16,12,2,1,1,-1.499999999999998 - 0.0im
4,16,12,2,2,1,0.0 - 0.866025403784438im
4,16,13,1,1,1,1.732050807568874 + 0.0im
4,16,13,2,2,1,1.732050807568876 + 0.0im
4,16,14,1,1,1,-0.8660254037844369 - 0.0im
4,16,14,1,2,1,-0.0 + 1.4999999999999982im
4,16,14,2,1,1,-0.0 + 1.4999999999999973im
4,16,14,2,2,1,-0.8660254037844378 - 0.0im
4,16,15,1,1,1,-0.8660254037844369 - 0.0im
4,16,15,1,2,1,0.0 - 1.4999999999999982im
4,16,15,2,1,1,0.0 - 1.4999999999999973im
4,16,15,2,2,1,-0.8660254037844378 - 0.0im
4,16,16,1,1,1,0.9999999999999992 + 0.0im
4,16,16,1,2,1,-0.4999999999999993 - 0.0im
4,16,16,1,2,2,-0.0 + 0.8660254037844376im
4,16,16,1,3,1,-0.49999999999999944 - 0.0im
4,16,16,1,3,2,0.0 - 0.866025403784438im
4,16,16,1,4,1,0.8660254037844365 + 0.0im
4,16,16,1,5,2,-0.8660254037844368 - 0.0im
4,16,16,1,6,2,0.8660254037844374 + 0.0im
4,16,16,1,7,1,-0.8660254037844374 - 0.0im
4,16,16,2,1,2,0.9999999999999997 + 0.0im
4,16,16,2,2,1,-0.0 + 0.8660254037844376im
4,16,16,2,2,2,-0.4999999999999996 - 0.0im
4,16,16,2,3,1,0.0 - 0.866025403784438im
4,16,16,2,3,2,-0.49999999999999983 - 0.0im
4,16,16,2,4,2,-0.8660254037844368 - 0.0im
4,16,16,2,5,1,0.8660254037844368 + 0.0im
4,16,16,2,6,1,-0.8660254037844374 - 0.0im
4,16,16,2,7,2,0.8660254037844378 + 0.0im
5,3,3,1,1,1,1.0 + 0.0im
5,3,5,1,1,1,1.0 + 0.0im
5,3,10,1,1,1,1.0 + 0.0im
5,3,16,1,1,1,0.9999999999999997 + 0.0im
5,5,3,1,1,1,1.0 + 0.0im
5,5,5,1,1,1,1.0 + 0.0im
5,5,10,1,1,1,1.0 + 0.0im
5,5,16,1,1,1,0.9999999999999997 + 0.0im
5,10,3,1,1,1,1.0 + 0.0im
5,10,5,1,1,1,1.0 + 0.0im
5,10,10,1,1,1,1.0 + 0.0im
5,10,16,1,1,1,-0.9999999999999994 + 0.0im
5,16,3,1,1,1,0.0 + 2.9999999999999982im
5,16,5,1,1,1,0.0 + 2.999999999999998im
5,16,10,1,1,1,2.999999999999998 + 0.0im
5,16,16,1,1,1,0.9999999999999997 + 0.0im
5,16,16,1,2,1,0.9999999999999992 + 0.0im
5,16,16,1,3,1,0.9999999999999994 + 0.0im
5,16,16,1,4,1,-0.8660254037844368 + 0.0im
5,16,16,1,5,1,-0.0 - 1.4999999999999982im
5,16,16,1,6,1,-0.0 - 1.4999999999999971im
5,16,16,1,7,1,-0.8660254037844378 + 0.0im
6,1,1,1,1,1,1.0 + 0.0im
6,1,6,1,1,1,1.0 + 0.0im
6,1,11,1,1,1,1.0 + 0.0im
6,1,16,1,1,1,0.9999999999999994 + 0.0im
6,6,1,1,1,1,1.0 + 0.0im
6,6,6,1,1,1,1.0 + 0.0im
6,6,11,1,1,1,1.0 + 0.0im
6,6,16,1,1,1,0.9999999999999994 + 0.0im
6,11,1,1,1,1,1.0 + 0.0im
6,11,6,1,1,1,1.0 + 0.0im
6,11,11,1,1,1,1.0 + 0.0im
6,11,16,1,1,1,0.9999999999999994 + 0.0im
6,16,1,1,1,1,2.999999999999998 + 0.0im
6,16,6,1,1,1,2.999999999999997 + 0.0im
6,16,11,1,1,1,2.999999999999997 + 0.0im
6,16,16,1,1,1,0.9999999999999994 + 0.0im
6,16,16,1,2,1,0.9999999999999989 + 0.0im
6,16,16,1,3,1,0.9999999999999989 + 0.0im
6,16,16,1,4,1,1.7320508075688736 + 0.0im
6,16,16,1,5,1,0.0 + 5.768888059150693e-16im
6,16,16,1,6,1,0.0 - 5.768888059150693e-16im
6,16,16,1,7,1,1.732050807568874 + 0.0im
7,2,2,1,1,1,1.0 + 0.0im
7,2,7,1,1,1,1.0 + 0.0im
7,2,9,1,1,1,1.0 + 0.0im
7,2,16,1,1,1,-0.9999999999999994 - 0.0im
7,7,2,1,1,1,1.0 + 0.0im
7,7,7,1,1,1,1.0 + 0.0im
7,7,9,1,1,1,1.0 + 0.0im
7,7,16,1,1,1,0.9999999999999997 + 0.0im
7,9,2,1,1,1,1.0 + 0.0im
7,9,7,1,1,1,1.0 + 0.0im
7,9,9,1,1,1,1.0 + 0.0im
7,9,16,1,1,1,-0.9999999999999994 + 0.0im
7,16,2,1,1,1,0.0 + 2.9999999999999982im
7,16,7,1,1,1,-2.9999999999999973 + 0.0im
7,16,9,1,1,1,-0.0 + 2.999999999999998im
7,16,16,1,1,1,0.9999999999999997 + 0.0im
7,16,16,1,2,1,0.9999999999999989 + 0.0im
7,16,16,1,3,1,0.9999999999999992 + 0.0im
7,16,16,1,4,1,-0.8660254037844376 + 0.0im
7,16,16,1,5,1,0.0 + 1.4999999999999978im
7,16,16,1,6,1,0.0 + 1.4999999999999978im
7,16,16,1,7,1,-0.8660254037844368 + 0.0im
8,4,4,1,1,1,0.9999999999999999 + 0.0im
8,4,8,1,1,1,0.9999999999999997 + 0.0im
8,4,12,1,1,1,-0.9999999999999997 - 0.0im
8,4,13,1,1,1,0.9999999999999994 + 0.0im
8,4,14,1,1,1,0.9999999999999994 + 0.0im
8,4,15,1,1,1,0.9999999999999993 + 0.0im
8,4,16,1,1,1,-0.4999999999999994 - 0.0im
8,4,16,1,1,2,-0.0 + 0.8660254037844377im
8,4,16,1,2,1,-0.0 + 0.8660254037844377im
8,4,16,1,2,2,-0.4999999999999997 - 0.0im
8,8,4,1,1,1,0.9999999999999999 + 0.0im
8,8,8,1,1,1,1.0 + 0.0im
8,8,12,1,1,1,0.9999999999999997 + 0.0im
8,8,13,1,1,1,0.9999999999999996 + 0.0im
8,8,14,1,1,1,0.9999999999999996 + 0.0im
8,8,15,1,1,1,0.9999999999999996 + 0.0im
8,8,16,1,1,1,0.9999999999999988 + 0.0im
8,8,16,1,2,2,0.9999999999999994 + 0.0im
8,12,4,1,1,1,-0.9999999999999996 - 0.0im
8,12,8,1,1,1,0.9999999999999997 + 0.0im
8,12,12,1,1,1,0.9999999999999997 + 0.0im
8,12,13,1,1,1,-0.9999999999999993 + 0.0im
8,12,14,1,1,1,-0.9999999999999993 + 0.0im
8,12,15,1,1,1,-0.999999999999999 + 0.0im
8,12,16,1,1,1,0.4999999999999993 + 0.0im
8,12,16,1,1,2,0.0 + 0.8660254037844376im
8,12,16,1,2,1,0.0 + 0.8660254037844376im
8,12,16,1,2,2,0.4999999999999996 + 0.0im
8,13,4,1,1,1,0.9999999999999991 + 0.0im
8,13,8,1,1,1,0.0 + 0.9999999999999993im
8,13,12,1,1,1,-0.0 + 0.9999999999999989im
8,13,13,1,1,1,0.9999999999999996 + 0.0im
8,13,14,1,1,1,-0.0 + 0.9999999999999992im
8,13,15,1,1,1,0.0 - 0.9999999999999993im
8,13,16,1,1,1,-0.49999999999999895 + 0.0im
8,13,16,1,1,2,0.0 + 0.8660254037844376im
8,13,16,1,2,1,-0.0 - 0.8660254037844368im
8,13,16,1,2,2,0.4999999999999996 + 0.0im
8,14,4,1,1,1,0.0 - 0.9999999999999989im
8,14,8,1,1,1,0.9999999999999989 + 0.0im
8,14,12,1,1,1,0.9999999999999989 + 0.0im
8,14,13,1,1,1,0.0 - 0.9999999999999993im
8,14,14,1,1,1,0.9999999999999996 + 0.0im
8,14,15,1,1,1,0.9999999999999992 + 0.0im
8,14,16,1,1,1,0.0 - 0.999999999999998im
8,14,16,1,1,2,-2.403703357979455e-16 + 0.0im
8,14,16,1,2,1,-3.3651847011712373e-16 + 0.0im
8,14,16,1,2,2,0.0 + 0.9999999999999984im
8,15,4,1,1,1,0.0 + 0.9999999999999991im
8,15,8,1,1,1,-0.9999999999999991 + 0.0im
8,15,12,1,1,1,-0.9999999999999989 - 0.0im
8,15,13,1,1,1,-0.0 + 0.9999999999999993im
8,15,14,1,1,1,0.9999999999999994 + 0.0im
8,15,15,1,1,1,0.9999999999999996 + 0.0im
8,15,16,1,1,1,0.0 - 0.4999999999999992im
8,15,16,1,1,2,0.8660254037844374 + 0.0im
8,15,16,1,2,1,-0.8660254037844373 + 0.0im
8,15,16,1,2,2,0.0 + 0.49999999999999895im
8,16,4,1,1,1,-0.8660254037844374 + 0.0im
8,16,4,1,2,1,0.0 + 1.499999999999998im
8,16,4,2,1,1,0.0 - 1.499999999999998im
8,16,4,2,2,1,0.8660254037844378 + 0.0im
8,16,8,1,1,1,0.0 + 1.7320508075688748im
8,16,8,2,2,1,0.0 - 1.732050807568876im
8,16,12,1,1,1,0.0 - 0.8660254037844372im
8,16,12,1,2,1,1.499999999999998 + 0.0im
8,16,12,2,1,1,-1.499999999999998 - 0.0im
8,16,12,2,2,1,-0.0 + 0.8660254037844376im
8,16,13,1,1,1,-0.8660254037844368 + 0.0im
8,16,13,1,2,1,-0.0 - 1.4999999999999971im
8,16,13,2,1,1,-0.0 - 1.4999999999999982im
8,16,13,2,2,1,-0.8660254037844377 + 0.0im
8,16,14,1,1,1,1.7320508075688739 + 0.0im
8,16,14,1,2,1,0.0 - 4.80740671595891e-16im
8,16,14,2,1,1,0.0 + 4.80740671595891e-16im
8,16,14,2,2,1,1.7320508075688748 + 0.0im
8,16,15,1,1,1,-0.8660254037844374 + 0.0im
8,16,15,1,2,1,0.0 + 1.4999999999999978im
8,16,15,2,1,1,0.0 + 1.4999999999999971im
8,16,15,2,2,1,-0.8660254037844368 + 0.0im
8,16,16,1,1,1,0.9999999999999988 + 0.0im
8,16,16,1,2,1,-0.49999999999999917 - 0.0im
8,16,16,1,2,2,-0.0 + 0.8660254037844375im
8,16,16,1,3,1,-0.4999999999999993 - 0.0im
8,16,16,1,3,2,0.0 - 0.8660254037844376im
8,16,16,1,4,1,-0.433012701892218 + 0.0im
8,16,16,1,4,2,-0.0 - 0.7499999999999983im
8,16,16,1,5,1,0.0 + 0.7499999999999983im
8,16,16,1,5,2,0.4330127018922183 + 0.0im
8,16,16,1,6,1,-0.0 - 0.7499999999999981im
8,16,16,1,6,2,-0.4330127018922185 + 0.0im
8,16,16,1,7,1,0.4330127018922185 + 0.0im
8,16,16,1,7,2,0.0 + 0.7499999999999983im
8,16,16,2,1,2,0.9999999999999994 + 0.0im
8,16,16,2,2,1,-0.0 + 0.8660254037844375im
8,16,16,2,2,2,-0.49999999999999944 - 0.0im
8,16,16,2,3,1,0.0 - 0.8660254037844376im
8,16,16,2,3,2,-0.4999999999999996 - 0.0im
8,16,16,2,4,1,0.0 + 0.7499999999999983im
8,16,16,2,4,2,0.4330127018922183 + 0.0im
8,16,16,2,5,1,-0.4330127018922183 + 0.0im
8,16,16,2,5,2,-0.0 - 0.749999999999999im
8,16,16,2,6,1,0.4330127018922185 + 0.0im
8,16,16,2,6,2,0.0 + 0.7499999999999983im
8,16,16,2,7,1,-0.0 - 0.7499999999999983im
8,16,16,2,7,2,-0.4330127018922188 + 0.0im
9,2,2,1,1,1,1.0 + 0.0im
9,2,7,1,1,1,1.0 + 0.0im
9,2,9,1,1,1,1.0 + 0.0im
9,2,16,1,1,1,0.9999999999999994 + 0.0im
9,7,2,1,1,1,1.0 + 0.0im
9,7,7,1,1,1,1.0 + 0.0im
9,7,9,1,1,1,1.0 + 0.0im
9,7,16,1,1,1,-0.9999999999999997 + 0.0im
9,9,2,1,1,1,1.0 + 0.0im
9,9,7,1,1,1,1.0 + 0.0im
9,9,9,1,1,1,1.0 + 0.0im
9,9,16,1,1,1,1.0 + 0.0im
9,16,2,1,1,1,-0.0 - 2.9999999999999987im
9,16,7,1,1,1,2.9999999999999987 + 0.0im
9,16,9,1,1,1,-0.0 - 2.9999999999999982im
9,16,16,1,1,1,1.0 + 0.0im
9,16,16,1,2,1,0.9999999999999992 + 0.0im
9,16,16,1,3,1,0.9999999999999997 + 0.0im
9,16,16,1,4,1,-0.8660254037844369 + 0.0im
9,16,16,1,5,1,0.0 + 1.4999999999999984im
9,16,16,1,6,1,0.0 + 1.4999999999999978im
9,16,16,1,7,1,-0.866025403784438 + 0.0im
10,3,3,1,1,1,1.0 + 0.0im
10,3,5,1,1,1,1.0 + 0.0im
10,3,10,1,1,1,1.0 + 0.0im
10,3,16,1,1,1,-0.9999999999999994 - 0.0im
10,5,3,1,1,1,1.0 + 0.0im
10,5,5,1,1,1,1.0 + 0.0im
10,5,10,1,1,1,1.0 + 0.0im
10,5,16,1,1,1,-0.9999999999999994 + 0.0im
10,10,3,1,1,1,1.0 + 0.0im
10,10,5,1,1,1,1.0 + 0.0im
10,10,10,1,1,1,1.0 + 0.0im
10,10,16,1,1,1,0.9999999999999997 + 0.0im
10,16,3,1,1,1,-0.0 - 2.999999999999998im
10,16,5,1,1,1,0.0 - 2.9999999999999982im
10,16,10,1,1,1,-2.9999999999999973 + 0.0im
10,16,16,1,1,1,0.9999999999999997 + 0.0im
10,16,16,1,2,1,0.9999999999999989 + 0.0im
10,16,16,1,3,1,0.9999999999999992 + 0.0im
10,16,16,1,4,1,-0.8660254037844376 + 0.0im
10,16,16,1,5,1,0.0 - 1.4999999999999978im
10,16,16,1,6,1,0.0 - 1.4999999999999978im
10,16,16,1,7,1,-0.8660254037844368 + 0.0im
11,1,1,1,1,1,1.0 + 0.0im
11,1,6,1,1,1,1.0 + 0.0im
11,1,11,1,1,1,1.0 + 0.0im
11,1,16,1,1,1,0.9999999999999994 + 0.0im
11,6,1,1,1,1,1.0 + 0.0im
11,6,6,1,1,1,1.0 + 0.0im
11,6,11,1,1,1,1.0 + 0.0im
11,6,16,1,1,1,0.9999999999999994 + 0.0im
11,11,1,1,1,1,1.0 + 0.0im
11,11,6,1,1,1,1.0 + 0.0im
11,11,11,1,1,1,1.0 + 0.0im
11,11,16,1,1,1,0.9999999999999998 + 0.0im
11,16,1,1,1,1,2.9999999999999987 + 0.0im
11,16,6,1,1,1,2.9999999999999987 + 0.0im
11,16,11,1,1,1,2.999999999999998 + 0.0im
11,16,16,1,1,1,0.9999999999999998 + 0.0im
11,16,16,1,2,1,0.9999999999999989 + 0.0im
11,16,16,1,3,1,0.9999999999999994 + 0.0im
11,16,16,1,4,1,1.7320508075688748 + 0.0im
11,16,16,1,5,1,0.0 - 4.80740671595891e-16im
11,16,16,1,6,1,0.0 + 4.80740671595891e-16im
11,16,16,1,7,1,1.7320508075688752 + 0.0im
12,4,4,1,1,1,0.9999999999999997 + 0.0im
12,4,8,1,1,1,-0.9999999999999996 - 0.0im
12,4,12,1,1,1,0.9999999999999997 + 0.0im
12,4,13,1,1,1,0.9999999999999993 + 0.0im
12,4,14,1,1,1,0.9999999999999993 + 0.0im
12,4,15,1,1,1,0.999999999999999 + 0.0im
12,4,16,1,1,1,-0.4999999999999993 - 0.0im
12,4,16,1,1,2,0.0 - 0.8660254037844376im
12,4,16,1,2,1,0.0 - 0.8660254037844376im
12,4,16,1,2,2,-0.4999999999999996 - 0.0im
12,8,4,1,1,1,-0.9999999999999997 - 0.0im
12,8,8,1,1,1,0.9999999999999999 + 0.0im
12,8,12,1,1,1,0.9999999999999997 + 0.0im
12,8,13,1,1,1,-0.9999999999999994 + 0.0im
12,8,14,1,1,1,-0.9999999999999994 + 0.0im
12,8,15,1,1,1,-0.9999999999999993 + 0.0im
12,8,16,1,1,1,0.4999999999999994 + 0.0im
12,8,16,1,1,2,0.0 - 0.8660254037844377im
12,8,16,1,2,1,0.0 - 0.8660254037844377im
12,8,16,1,2,2,0.4999999999999997 + 0.0im
12,12,4,1,1,1,0.9999999999999997 + 0.0im
12,12,8,1,1,1,0.9999999999999999 + 0.0im
12,12,12,1,1,1,1.0 + 0.0im
12,12,13,1,1,1,0.9999999999999997 + 0.0im
12,12,14,1,1,1,0.9999999999999997 + 0.0im
12,12,15,1,1,1,0.9999999999999997 + 0.0im
12,12,16,1,1,1,0.999999999999999 + 0.0im
12,12,16,1,2,2,0.9999999999999997 + 0.0im
12,13,4,1,1,1,0.9999999999999993 + 0.0im
12,13,8,1,1,1,0.0 - 0.9999999999999993im
12,13,12,1,1,1,-0.0 - 0.9999999999999994im
12,13,13,1,1,1,0.9999999999999997 + 0.0im
12,13,14,1,1,1,-0.0 + 0.9999999999999992im
12,13,15,1,1,1,0.0 - 0.9999999999999996im
12,13,16,1,1,1,-0.499999999999999 + 0.0im
12,13,16,1,1,2,0.0 - 0.8660254037844377im
12,13,16,1,2,1,0.0 + 0.8660254037844373im
12,13,16,1,2,2,0.4999999999999997 + 0.0im
12,14,4,1,1,1,-0.0 - 0.9999999999999991im
12,14,8,1,1,1,-0.9999999999999991 - 0.0im
12,14,12,1,1,1,-0.9999999999999991 + 0.0im
12,14,13,1,1,1,0.0 - 0.9999999999999996im
12,14,14,1,1,1,0.9999999999999997 + 0.0im
12,14,15,1,1,1,0.9999999999999992 + 0.0im
12,14,16,1,1,1,0.0 + 0.4999999999999994im
12,14,16,1,1,2,0.8660254037844374 + 0.0im
12,14,16,1,2,1,-0.8660254037844374 + 0.0im
12,14,16,1,2,2,0.0 - 0.499999999999999im
12,15,4,1,1,1,0.0 + 0.9999999999999993im
12,15,8,1,1,1,0.9999999999999993 + 0.0im
12,15,12,1,1,1,0.9999999999999993 + 0.0im
12,15,13,1,1,1,-0.0 + 0.9999999999999993im
12,15,14,1,1,1,0.9999999999999997 + 0.0im
12,15,15,1,1,1,0.9999999999999997 + 0.0im
12,15,16,1,1,1,0.0 + 0.9999999999999984im
12,15,16,1,1,2,-3.3651847011712373e-16 + 0.0im
12,15,16,1,2,1,-1.9229626863835638e-16 + 0.0im
12,15,16,1,2,2,0.0 - 0.9999999999999988im
12,16,4,1,1,1,-0.8660254037844374 + 0.0im
12,16,4,1,2,1,-0.0 - 1.499999999999998im
12,16,4,2,1,1,0.0 + 1.499999999999998im
12,16,4,2,2,1,0.8660254037844378 + 0.0im
12,16,8,1,1,1,-0.0 + 0.8660254037844375im
12,16,8,1,2,1,1.4999999999999982 + 0.0im
12,16,8,2,1,1,-1.499999999999998 - 0.0im
12,16,8,2,2,1,0.0 - 0.866025403784438im
12,16,12,1,1,1,-0.0 - 1.7320508075688748im
12,16,12,2,2,1,0.0 + 1.732050807568876im
12,16,13,1,1,1,-0.8660254037844369 + 0.0im
12,16,13,1,2,1,0.0 + 1.4999999999999978im
12,16,13,2,1,1,0.0 + 1.4999999999999984im
12,16,13,2,2,1,-0.8660254037844378 + 0.0im
12,16,14,1,1,1,-0.8660254037844376 + 0.0im
12,16,14,1,2,1,0.0 - 1.499999999999998im
12,16,14,2,1,1,0.0 - 1.4999999999999978im
12,16,14,2,2,1,-0.866025403784437 + 0.0im
12,16,15,1,1,1,1.7320508075688748 + 0.0im
12,16,15,1,2,1,0.0 + 3.8459253727671276e-16im
12,16,15,2,1,1,0.0 - 4.80740671595891e-16im
12,16,15,2,2,1,1.7320508075688752 + 0.0im
12,16,16,1,1,1,0.999999999999999 + 0.0im
12,16,16,1,2,1,-0.49999999999999917 - 0.0im
12,16,16,1,2,2,-0.0 + 0.8660254037844375im
12,16,16,1,3,1,-0.4999999999999994 - 0.0im
12,16,16,1,3,2,0.0 - 0.8660254037844377im
12,16,16,1,4,1,-0.4330127018922182 + 0.0im
12,16,16,1,4,2,0.0 + 0.7499999999999984im
12,16,16,1,5,1,0.0 - 0.7499999999999984im
12,16,16,1,5,2,0.43301270189221835 + 0.0im
12,16,16,1,6,1,0.0 + 0.7499999999999983im
12,16,16,1,6,2,-0.43301270189221863 + 0.0im
12,16,16,1,7,1,0.43301270189221863 + 0.0im
12,16,16,1,7,2,0.0 - 0.7499999999999984im
12,16,16,2,1,2,0.9999999999999997 + 0.0im
12,16,16,2,2,1,-0.0 + 0.8660254037844375im
12,16,16,2,2,2,-0.49999999999999944 - 0.0im
12,16,16,2,3,1,0.0 - 0.8660254037844377im
12,16,16,2,3,2,-0.4999999999999997 - 0.0im
12,16,16,2,4,1,0.0 - 0.7499999999999984im
12,16,16,2,4,2,0.43301270189221835 + 0.0im
12,16,16,2,5,1,-0.43301270189221835 + 0.0im
12,16,16,2,5,2,0.0 + 0.7499999999999991im
12,16,16,2,6,1,0.43301270189221863 + 0.0im
12,16,16,2,6,2,0.0 - 0.7499999999999984im
12,16,16,2,7,1,0.0 + 0.7499999999999984im
12,16,16,2,7,2,-0.43301270189221885 + 0.0im
13,4,4,1,1,1,0.9999999999999998 + 0.0im
13,4,8,1,1,1,-0.0 - 0.9999999999999994im
13,4,12,1,1,1,0.0 + 0.9999999999999997im
13,4,13,1,1,1,0.9999999999999997 + 0.0im
13,4,14,1,1,1,-0.0 - 0.9999999999999993im
13,4,15,1,1,1,0.0 + 0.9999999999999993im
13,4,16,1,1,1,0.999999999999998 + 0.0im
13,4,16,1,2,2,-0.9999999999999994 + 0.0im
